"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","odds_ratio"
"WP2453","TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc)","1/1022","15/4839",0.971688090166972,0.999930074063124,0.935607086842689,"47",1,0.266055687701133
"WP481","Insulin Signaling","23/1022","150/4839",0.972563063883818,0.999930074063124,0.935607086842689,"1958/30846/1978/5167/2353/2308/2932/9020/4215/1326/5563/5579/5590/57381/6196/9252/6236/6517/9021/10580/6722/6812/6844",23,0.668936653188622
"WP3865","Novel intracellular components of RIG-I-like receptor (RLR) pathway","6/1022","51/4839",0.972661216837911,0.999930074063124,0.935607086842689,"6387/8653/9636/54941/80143/7186",6,0.49501312335958
"WP2873","Aryl Hydrocarbon Receptor Pathway","3/1022","31/4839",0.973077357447465,0.999930074063124,0.935607086842689,"10486/3726/3727",3,0.398394784803028
"WP183","Proteasome Degradation","7/1022","58/4839",0.975146089269106,0.999930074063124,0.935607086842689,"5690/5691/5717/5709/6184/6185/7320",7,0.509263015551048
"WP100","Glutathione metabolism","1/1022","16/4839",0.97768617720042,0.999930074063124,0.935607086842689,"2878",1,0.248253346392426
"WP368","Mitochondrial LC-Fatty Acid Beta-Oxidation","1/1022","16/4839",0.97768617720042,0.999930074063124,0.935607086842689,"34",1,0.248253346392426
"WP4494","Selective expression of chemokine receptors during T-cell polarization","1/1022","16/4839",0.97768617720042,0.999930074063124,0.935607086842689,"7043",1,0.248253346392426
"WP2533","Glycerophospholipid Biosynthetic Pathway","2/1022","25/4839",0.979795488915296,0.999930074063124,0.935607086842689,"5320/9791",2,0.323444160272805
"WP3851","TLR4 Signaling and Tolerance","2/1022","25/4839",0.979795488915296,0.999930074063124,0.935607086842689,"3569/11213",2,0.323444160272805
"WP581","EPO Receptor Signaling","2/1022","25/4839",0.979795488915296,0.999930074063124,0.935607086842689,"3717/6777",2,0.323444160272805
"WP244","Alpha 6 Beta 4 signaling pathway","3/1022","33/4839",0.981310074990616,0.999930074063124,0.935607086842689,"1978/3908/3913",3,0.371638861629048
"WP4263","Pancreatic adenocarcinoma pathway","11/1022","85/4839",0.981895728220499,0.999930074063124,0.935607086842689,"10000/9459/675/1019/1869/1870/4616/5881/5888/7043/7048",11,0.550338171999893
"WP3859","TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition","1/1022","17/4839",0.98241450539888,0.999930074063124,0.935607086842689,"7431",1,0.232676297747307
"WP3874","Canonical and Non-Canonical TGF-B signaling","1/1022","17/4839",0.98241450539888,0.999930074063124,0.935607086842689,"7048",1,0.232676297747307
"WP405","Eukaryotic Transcription Initiation","4/1022","41/4839",0.983902757348175,0.999930074063124,0.935607086842689,"2960/3611/5436/5437",4,0.401423034036001
"WP1471","Target Of Rapamycin (TOR) Signaling","3/1022","34/4839",0.984463797563015,0.999930074063124,0.935607086842689,"1978/5563/51422",3,0.35955554148596
"WP313","Signaling of Hepatocyte Growth Factor Receptor","3/1022","34/4839",0.984463797563015,0.999930074063124,0.935607086842689,"2353/3082/5906",3,0.35955554148596
"WP4655","Cytosolic DNA-sensing pathway","6/1022","55/4839",0.98499866511702,0.999930074063124,0.935607086842689,"103/90865/3569/9636/5437/54941",6,0.454121806202796
"WP4722","Glycerolipids and Glycerophospholipids","1/1022","18/4839",0.986141667464899,0.999930074063124,0.935607086842689,"9791",1,0.218931843060437
"WP2583","T-Cell Receptor and Co-stimulatory Signaling","2/1022","27/4839",0.986584860633084,0.999930074063124,0.935607086842689,"2534/2932",2,0.297411764705882
"WP4577","Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway","4/1022","43/4839",0.988609839372155,0.999930074063124,0.935607086842689,"23400/80347/84557/4204",4,0.38063573623495
"WP3945","TYROBP Causal Network","6/1022","57/4839",0.988988247391084,0.999930074063124,0.935607086842689,"54518/718/3071/5996/6696/7133",6,0.436081519221862
"WP3937","Microglia Pathogen Phagocytosis Pathway","3/1022","36/4839",0.989310274384808,0.999930074063124,0.935607086842689,"3071/5336/5881",3,0.337585868498528
"WP702","Metapathway biotransformation Phase I and II","11/1022","90/4839",0.990437699484362,0.999930074063124,0.935607086842689,"57404/1593/51302/2053/2878/2949/11185/7881/79829/55226/26151",11,0.514818014498742
"WP2018","RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway","5/1022","52/4839",0.991808941236611,0.999930074063124,0.935607086842689,"2353/4286/4772/7185/7186",5,0.394359714638382
"WP4674","Head and Neck Squamous Cell Carcinoma","7/1022","66/4839",0.992314718762537,0.999930074063124,0.935607086842689,"10000/1017/1019/1978/4893/5563/7048",7,0.43927527761543
"WP4136","Fibrin Complement Receptor 3 Signaling Pathway","2/1022","30/4839",0.992801390486254,0.999930074063124,0.935607086842689,"6347/3569",2,0.265336134453782
"WP3915","Angiopoietin Like Protein 8 Regulatory Pathway","15/1022","117/4839",0.993096492146131,0.999930074063124,0.935607086842689,"1978/2194/2308/2932/9020/4215/1326/5563/51422/6196/9252/6319/6567/6517/7067",15,0.542525848472458
"WP4217","Ebola Virus Pathway on Host","15/1022","118/4839",0.993885846002832,0.999930074063124,0.935607086842689,"6868/558/857/30835/10462/5610/2316/2318/2621/2934/3678/3690/388/9021/64601",15,0.537113988488349
"WP2272","Pathogenic Escherichia coli infection","4/1022","47/4839",0.994390806182559,0.999930074063124,0.935607086842689,"25/2534/10381/84617",4,0.344862246995934
"WP1433","Nucleotide-binding Oligomerization Domain (NOD) pathway","2/1022","32/4839",0.995269091959466,0.999930074063124,0.935607086842689,"22861/114548",2,0.247516339869281
"WP4329","miRNAs involvement in the immune response in sepsis","2/1022","32/4839",0.995269091959466,0.999930074063124,0.935607086842689,"3569/3663",2,0.247516339869281
"WP3869","Cannabinoid receptor signaling","1/1022","23/4839",0.995791481164406,0.999930074063124,0.935607086842689,"5577",1,0.168952007835455
"WP477","Cytoplasmic Ribosomal Proteins","9/1022","85/4839",0.996761791106334,0.999930074063124,0.935607086842689,"9801/6138/6122/6164/6133/6207/6228/6196/6203",9,0.437327895256404
"WP4532","Intraflagellar transport proteins binding to dynein","1/1022","25/4839",0.997388279639291,0.999930074063124,0.935607086842689,"89891",1,0.154791054521711
"WP710","DNA Damage Response (only ATM dependent)","11/1022","100/4839",0.997554537460786,0.999930074063124,0.935607086842689,"25/10000/596/894/8061/2932/4609/4893/5881/7472/7482",11,0.45575078629458
"WP4352","Ciliary landscape","27/1022","197/4839",0.997555018752146,0.999930074063124,0.935607086842689,"25904/51138/10238/9343/54512/3066/128239/25804/10982/55388/4171/4173/4174/4175/4176/84515/4436/4637/5048/10051/2040/79989/7431/89891/7465/10413/51646",27,0.582140112326338
"WP4205","MET in type 1 papillary renal cell carcinoma","4/1022","52/4839",0.99774780836319,0.999930074063124,0.935607086842689,"10000/3082/4893/5906",4,0.308529796987557
"WP69","T-Cell antigen Receptor (TCR)  Signaling Pathway","8/1022","82/4839",0.998163678878075,0.999930074063124,0.935607086842689,"2353/2534/3569/3708/9020/1326/4772/7431",8,0.399061783677168
"WP4396","Nonalcoholic fatty liver disease","16/1022","135/4839",0.998441141628455,0.999930074063124,0.935607086842689,"10000/637/6347/84701/1346/2932/3569/3570/3953/5465/5563/51422/4092/9021/7186/7381",16,0.4942446163356
"WP1449","Regulation of toll-like receptor signaling pathway","12/1022","111/4839",0.998712123660994,0.999930074063124,0.935607086842689,"10000/695/8727/2353/3569/11213/3663/1326/57161/5347/6696/10771",12,0.446204620462046
"WP2526","PDGF Pathway","2/1022","39/4839",0.998937671665641,0.999930074063124,0.935607086842689,"2353/6722",2,0.200317965023847
"WP75","Toll-like Receptor Signaling Pathway","6/1022","78/4839",0.999677951800867,0.999930074063124,0.935607086842689,"10000/2353/3569/3663/1326/6696",6,0.307168635170604
"WP4536","Genes related to primary cilium development (based on CRISPR)","8/1022","95/4839",0.999779505063155,0.999930074063124,0.935607086842689,"57545/11116/51715/163786/79867/79989/79770/89891",8,0.338252964247659
"WP111","Electron Transport Chain (OXPHOS system in mitochondria)","4/1022","70/4839",0.999930074063124,0.999930074063124,0.935607086842689,"1346/9481/291/7381",4,0.223313686967911
