ENSMUSG00000051951	Xkr4
ENSMUSG00000038518	Jarid2
ENSMUSG00000057531	Dtnbp1
ENSMUSG00000047061	Gm9817
ENSMUSG00000038175	Mylip
ENSMUSG00000000253	Gmpr
ENSMUSG00000046876	Atxn1
ENSMUSG00000038152	5033430I15Rik
ENSMUSG00000062282	Gm10113
ENSMUSG00000063529	Stmnd1
ENSMUSG00000038132	Rbm24
ENSMUSG00000021373	Cap2
ENSMUSG00000069237	Fam8a1
ENSMUSG00000021374	Nup153
ENSMUSG00000021375	Kif13a
ENSMUSG00000044231	Nhlrc1
ENSMUSG00000021376	Tpmt
ENSMUSG00000038080	Kdm1b
ENSMUSG00000021377	Dek
ENSMUSG00000038068	Rnf144b
ENSMUSG00000047324	4931429P17Rik
ENSMUSG00000097622	A330033J07Rik
ENSMUSG00000021379	Id4
ENSMUSG00000097326	A330048O09Rik
ENSMUSG00000050954	Zfp169
ENSMUSG00000053181	A830005F24Rik
ENSMUSG00000097375	6720427I07Rik
ENSMUSG00000038042	Ptpdc1
ENSMUSG00000021381	Barx1
ENSMUSG00000038025	Phf2
ENSMUSG00000086889	Phf2os1
ENSMUSG00000038014	Fam120a
ENSMUSG00000097059	Fam120aos
ENSMUSG00000037989	Wnk2
ENSMUSG00000037966	Ninj1
ENSMUSG00000037960	Card19
ENSMUSG00000021384	Susd3
ENSMUSG00000037946	Fgd3
ENSMUSG00000037933	Bicd2
ENSMUSG00000021385	Ippk
ENSMUSG00000021391	Cenpp
ENSMUSG00000043631	Ecm2
ENSMUSG00000021388	Aspn
ENSMUSG00000048368	Omd
ENSMUSG00000021390	Ogn
ENSMUSG00000021392	Nol8
ENSMUSG00000037851	Iars
ENSMUSG00000093976	Gm8674
ENSMUSG00000094886	Gm10784
ENSMUSG00000090497	Gm17611
ENSMUSG00000095300	Gm906
ENSMUSG00000101136	Gm8739
ENSMUSG00000037816	Fbxw17
ENSMUSG00000071909	Nutm2
ENSMUSG00000096641	Gm904
ENSMUSG00000094918	Gm8765
ENSMUSG00000021395	Spin1
ENSMUSG00000021396	Nxnl2
ENSMUSG00000091383	Hist1h2al
ENSMUSG00000067586	S1pr3
ENSMUSG00000021448	Shc3
ENSMUSG00000062248	Cks2
ENSMUSG00000035139	Secisbp2
ENSMUSG00000051107	Gm15440
ENSMUSG00000021451	Sema4d
ENSMUSG00000021453	Gadd45g
ENSMUSG00000097495	Gm26651
ENSMUSG00000047842	Diras2
ENSMUSG00000021457	Syk
ENSMUSG00000021460	Auh
ENSMUSG00000056749	Nfil3
ENSMUSG00000021464	Ror2
ENSMUSG00000021468	Sptlc1
ENSMUSG00000107008	Gm2762
ENSMUSG00000107305	Gm43262
ENSMUSG00000021469	Msx2
ENSMUSG00000063166	Gm5449
ENSMUSG00000021478	Drd1
ENSMUSG00000021474	Sfxn1
ENSMUSG00000034987	Hrh2
ENSMUSG00000090016	Gm16578
ENSMUSG00000025867	Cplx2
ENSMUSG00000086137	Gm16248
ENSMUSG00000025872	Thoc3
ENSMUSG00000043183	Simc1
ENSMUSG00000025871	4833439L19Rik
ENSMUSG00000025870	Arl10
ENSMUSG00000025869	Nop16
ENSMUSG00000025868	Higd2a
ENSMUSG00000047547	Cltb
ENSMUSG00000025873	Faf2
ENSMUSG00000034928	Rnf44
ENSMUSG00000034918	Cdhr2
ENSMUSG00000069227	Gprin1
ENSMUSG00000034891	Sncb
ENSMUSG00000084949	Gm16249
ENSMUSG00000074895	Eif4e1b
ENSMUSG00000025875	Tspan17
ENSMUSG00000100728	Gm29431
ENSMUSG00000085896	5330429C05Rik
ENSMUSG00000087335	4930526F13Rik
ENSMUSG00000025876	Unc5a
ENSMUSG00000025877	Hk3
ENSMUSG00000025878	Uimc1
ENSMUSG00000021481	Zfp346
ENSMUSG00000091768	Gm17617
ENSMUSG00000005320	Fgfr4
ENSMUSG00000021488	Nsd1
ENSMUSG00000034789	Rab24
ENSMUSG00000021486	Prelid1
ENSMUSG00000021485	Mxd3
ENSMUSG00000021484	Lman2
ENSMUSG00000052087	Rgs14
ENSMUSG00000021490	Slc34a1
ENSMUSG00000044444	Pfn3
ENSMUSG00000021492	F12
ENSMUSG00000074886	Grk6
ENSMUSG00000034686	Prr7
ENSMUSG00000034675	Dbn1
ENSMUSG00000021493	Pdlim7
ENSMUSG00000035711	Dok3
ENSMUSG00000021494	Ddx41
ENSMUSG00000021495	Fam193b
ENSMUSG00000058569	Tmed9
ENSMUSG00000021504	B4galt7
ENSMUSG00000086506	Gm15911
ENSMUSG00000021501	Caml
ENSMUSG00000021500	Ddx46
ENSMUSG00000045767	B230219D22Rik
ENSMUSG00000021497	Txndc15
ENSMUSG00000021496	Pcbd2
ENSMUSG00000069223	4930451E10Rik
ENSMUSG00000021499	Catsper3
ENSMUSG00000021506	Pitx1
ENSMUSG00000100096	Gm28760
ENSMUSG00000015937	H2afy
ENSMUSG00000049625	Tifab
ENSMUSG00000097361	4930550C17Rik
ENSMUSG00000048904	Neurog1
ENSMUSG00000021508	Cxcl14
ENSMUSG00000074885	Gm10782
ENSMUSG00000021509	Slc25a48
ENSMUSG00000021538	Il9
ENSMUSG00000035509	Fbxl21
ENSMUSG00000021539	Lect2
ENSMUSG00000035493	Tgfbi
ENSMUSG00000021540	Smad5
ENSMUSG00000021541	Trpc7
ENSMUSG00000056222	Spock1
ENSMUSG00000014164	Klhl3
ENSMUSG00000007836	Hnrnpa0
ENSMUSG00000097717	1700066J03Rik
ENSMUSG00000050002	Idnk
ENSMUSG00000005312	Ubqln1
ENSMUSG00000021552	Gkap1
ENSMUSG00000097399	Gm26555
ENSMUSG00000060176	Kif27
ENSMUSG00000021550	2210016F16Rik
ENSMUSG00000021546	Hnrnpk
ENSMUSG00000035367	Rmi1
ENSMUSG00000021553	Slc28a3
ENSMUSG00000055254	Ntrk2
ENSMUSG00000021557	Agtpbp1
ENSMUSG00000021555	Naa35
ENSMUSG00000021556	Golm1
ENSMUSG00000049902	4921517D22Rik
ENSMUSG00000050876	Spata31d1a
ENSMUSG00000091311	Spata31d1b
ENSMUSG00000043986	Spata31d1d
ENSMUSG00000097502	4930528D03Rik
ENSMUSG00000051054	1700014D04Rik
ENSMUSG00000044792	Isca1
ENSMUSG00000035248	Zcchc6
ENSMUSG00000052957	Gas1
ENSMUSG00000050765	Gm5084
ENSMUSG00000021559	Dapk1
ENSMUSG00000042243	BC051665
ENSMUSG00000056728	Ctsll3
ENSMUSG00000050345	4930486L24Rik
ENSMUSG00000074874	Ctla2b
ENSMUSG00000062705	Tpbpb
ENSMUSG00000044258	Ctla2a
ENSMUSG00000033834	Tpbpa
ENSMUSG00000055298	Ctsj
ENSMUSG00000021439	Ctsq
ENSMUSG00000055679	Ctsr
ENSMUSG00000021441	Cts6
ENSMUSG00000057446	Cts8
ENSMUSG00000021440	Cts7
ENSMUSG00000074871	Ctsm
ENSMUSG00000074870	Cts3
ENSMUSG00000074867	Zfp808
ENSMUSG00000094942	Gm3604
ENSMUSG00000055228	Zfp935
ENSMUSG00000074865	Zfp934
ENSMUSG00000072066	6720489N17Rik
ENSMUSG00000074863	Platr25
ENSMUSG00000091183	Gm5141
ENSMUSG00000021456	Fbp2
ENSMUSG00000069805	Fbp1
ENSMUSG00000021458	2010111I01Rik
ENSMUSG00000097242	Gm16907
ENSMUSG00000021461	Fancc
ENSMUSG00000089854	Gm16133
ENSMUSG00000021466	Ptch1
ENSMUSG00000021470	Ercc6l2
ENSMUSG00000033122	Hsd17b3
ENSMUSG00000033114	Slc35d2
ENSMUSG00000044934	Zfp367
ENSMUSG00000021476	Habp4
ENSMUSG00000033102	Cdc14b
ENSMUSG00000097101	1810034E14Rik
ENSMUSG00000021482	Aaed1
ENSMUSG00000021477	Ctsl
ENSMUSG00000021483	Cdk20
ENSMUSG00000096537	1190003K10Rik
ENSMUSG00000033063	Cntnap3
ENSMUSG00000056223	Spata31
ENSMUSG00000074849	Spata31d1c
ENSMUSG00000090658	Prss47
ENSMUSG00000038212	Hiatl1
ENSMUSG00000108426	Olfr465-ps1
ENSMUSG00000049806	Olfr466
ENSMUSG00000032999	Nlrp4f
ENSMUSG00000074847	Gm10775
ENSMUSG00000021514	Zfp369
ENSMUSG00000063905	Gm10139
ENSMUSG00000097562	Gm26639
ENSMUSG00000097066	Platr2
ENSMUSG00000095909	Gm10324
ENSMUSG00000097118	Gm17514
ENSMUSG00000091347	Gm10772
ENSMUSG00000097849	Gm26754
ENSMUSG00000097659	Gm26715
ENSMUSG00000094499	Vmn2r-ps104
ENSMUSG00000074832	2410141K09Rik
ENSMUSG00000097483	Gm26806
ENSMUSG00000074830	Zfp640
ENSMUSG00000095206	Gm17404
ENSMUSG00000094740	Gm17449
ENSMUSG00000071295	Gm10323
ENSMUSG00000021520	Uqcrb
ENSMUSG00000074826	Gm10767
ENSMUSG00000021519	Mterf3
ENSMUSG00000021518	Ptdss1
ENSMUSG00000090641	Zfp712
ENSMUSG00000058883	Zfp708
ENSMUSG00000100235	Gm28557
ENSMUSG00000074824	Rslcan18
ENSMUSG00000057396	Zfp759
ENSMUSG00000058900	Rsl1
ENSMUSG00000051037	Zfp455
ENSMUSG00000055480	Zfp458
ENSMUSG00000055341	Zfp457
ENSMUSG00000057842	Zfp595
ENSMUSG00000098781	Gm28044
ENSMUSG00000098905	Zfp953
ENSMUSG00000098692	Gm28041
ENSMUSG00000092103	Gm17039
ENSMUSG00000078995	Zfp456
ENSMUSG00000078994	Zfp429
ENSMUSG00000055560	Zfp459
ENSMUSG00000069206	Zfp874a
ENSMUSG00000059839	Zfp874b
ENSMUSG00000071291	Zfp58
ENSMUSG00000097565	Gm26965
ENSMUSG00000097333	Zfp87
ENSMUSG00000095432	Zfp748
ENSMUSG00000097360	9430065F17Rik
ENSMUSG00000058093	Zfp729b
ENSMUSG00000103283	Gm37276
ENSMUSG00000021510	Zfp729a
ENSMUSG00000048280	Zfp738
ENSMUSG00000071281	Zfp65
ENSMUSG00000044081	Zfp85os
ENSMUSG00000058331	Zfp85
ENSMUSG00000052909	Gm9894
ENSMUSG00000090659	Zfp493
ENSMUSG00000097276	4930525G20Rik
ENSMUSG00000030446	Zfp273
ENSMUSG00000058246	Gm10037
ENSMUSG00000064063	BC048507
ENSMUSG00000034617	Mtrr
ENSMUSG00000021532	Fastkd3
ENSMUSG00000021534	1700001L19Rik
ENSMUSG00000021536	Adcy2
ENSMUSG00000097522	Gm26844
ENSMUSG00000034575	Papd7
ENSMUSG00000021595	Nsun2
ENSMUSG00000051805	A530095I07Rik
ENSMUSG00000021594	Srd5a1
ENSMUSG00000052981	Ube2ql1
ENSMUSG00000021598	Med10
ENSMUSG00000097033	Gm26819
ENSMUSG00000099639	1700084F23Rik
ENSMUSG00000101051	1700100L14Rik
ENSMUSG00000034525	Ice1
ENSMUSG00000049538	Adamts16
ENSMUSG00000021600	8030423J24Rik
ENSMUSG00000060969	Irx1
ENSMUSG00000093587	Gm20554
ENSMUSG00000001504	Irx2
ENSMUSG00000021604	Irx4
ENSMUSG00000066407	Gm10263
ENSMUSG00000021606	Ndufs6
ENSMUSG00000021607	Mrpl36
ENSMUSG00000021608	Lpcat1
ENSMUSG00000021609	Slc6a3
ENSMUSG00000021610	Clptm1l
ENSMUSG00000021611	Tert
ENSMUSG00000021612	Slc6a18
ENSMUSG00000021565	Slc6a19
ENSMUSG00000021566	Slc6a19os
ENSMUSG00000017756	Slc12a7
ENSMUSG00000021567	Nkd2
ENSMUSG00000021569	Trip13
ENSMUSG00000057649	Brd9
ENSMUSG00000069189	Zdhhc11
ENSMUSG00000063180	Gm10126
ENSMUSG00000085881	Gm15912
ENSMUSG00000021573	Tppp
ENSMUSG00000021572	Cep72
ENSMUSG00000036123	Slc9a3
ENSMUSG00000034152	Exoc3
ENSMUSG00000021575	Ahrr
ENSMUSG00000021576	Pdcd6
ENSMUSG00000021577	Sdha
ENSMUSG00000021578	Ccdc127
ENSMUSG00000021579	Lrrc14b
ENSMUSG00000069184	Zfp72
ENSMUSG00000062382	Gm10116
ENSMUSG00000069208	Zfp825
ENSMUSG00000021583	Erap1
ENSMUSG00000021585	Cast
ENSMUSG00000021587	Pcsk1
ENSMUSG00000001542	Ell2
ENSMUSG00000021591	Glrx
ENSMUSG00000021589	Rhobtb3
ENSMUSG00000021590	Spata9
ENSMUSG00000043190	Rfesd
ENSMUSG00000045509	Gpr150
ENSMUSG00000021592	Arsk
ENSMUSG00000033991	Ttc37
ENSMUSG00000109228	Fam81b
ENSMUSG00000021596	Mctp1
ENSMUSG00000021597	Slf1
ENSMUSG00000071252	2210408I21Rik
ENSMUSG00000064138	Fam172a
ENSMUSG00000093668	Pou5f2
ENSMUSG00000069171	Nr2f1
ENSMUSG00000087143	A830082K12Rik
ENSMUSG00000101416	Gm29318
ENSMUSG00000100168	Gm28526
ENSMUSG00000074794	Arrdc3
ENSMUSG00000097146	Gm4211
ENSMUSG00000097098	9330111N05Rik
ENSMUSG00000069170	Adgrv1
ENSMUSG00000035840	Lysmd3
ENSMUSG00000035834	Polr3g
ENSMUSG00000051098	Mblac2
ENSMUSG00000097793	Gm17259
ENSMUSG00000021537	Cetn3
ENSMUSG00000005583	Mef2c
ENSMUSG00000050334	C130071C03Rik
ENSMUSG00000097265	Gm26803
ENSMUSG00000100891	2810049E08Rik
ENSMUSG00000098087	Gm17750
ENSMUSG00000097292	A230107N01Rik
ENSMUSG00000035762	Tmem161b
ENSMUSG00000096449	Gm4076
ENSMUSG00000021548	Ccnh
ENSMUSG00000021549	Rasa1
ENSMUSG00000017778	Cox7c
ENSMUSG00000034488	Edil3
ENSMUSG00000021613	Hapln1
ENSMUSG00000021614	Vcan
ENSMUSG00000021615	Xrcc4
ENSMUSG00000012422	Tmem167
ENSMUSG00000094277	Gm21726
ENSMUSG00000078958	Atp6ap1l
ENSMUSG00000049517	Rps23
ENSMUSG00000021619	Atg10
ENSMUSG00000097182	A830009L08Rik
ENSMUSG00000003992	Ssbp2
ENSMUSG00000074782	4833422C13Rik
ENSMUSG00000021620	Acot12
ENSMUSG00000021621	Zcchc9
ENSMUSG00000021622	Ckmt2
ENSMUSG00000082488	1700119I11Rik
ENSMUSG00000021708	Rasgrf2
ENSMUSG00000014850	Msh3
ENSMUSG00000100622	Gm20379
ENSMUSG00000021707	Dhfr
ENSMUSG00000090907	C030017D09Rik
ENSMUSG00000045034	Ankrd34b
ENSMUSG00000034334	Fam151b
ENSMUSG00000021706	Zfyve16
ENSMUSG00000046957	Spz1
ENSMUSG00000021703	Serinc5
ENSMUSG00000021702	Thbs4
ENSMUSG00000021704	Mtx3
ENSMUSG00000047419	Cmya5
ENSMUSG00000042167	Papd4
ENSMUSG00000007617	Homer1
ENSMUSG00000021690	Jmy
ENSMUSG00000074768	Bhmt
ENSMUSG00000085834	Gm15622
ENSMUSG00000042118	Bhmt2
ENSMUSG00000042102	Dmgdh
ENSMUSG00000087334	AW495222
ENSMUSG00000042082	Arsb
ENSMUSG00000097582	Gm26527
ENSMUSG00000045312	Lhfpl2
ENSMUSG00000087319	Gm15907
ENSMUSG00000021687	Scamp1
ENSMUSG00000042857	Gm9776
ENSMUSG00000021686	Ap3b1
ENSMUSG00000042043	Tbca
ENSMUSG00000021685	Otp
ENSMUSG00000042015	Wdr41
ENSMUSG00000021684	Pde8b
ENSMUSG00000090033	Gm16243
ENSMUSG00000041995	Zbed3
ENSMUSG00000021681	Aggf1
ENSMUSG00000021680	Crhbp
ENSMUSG00000021679	S100z
ENSMUSG00000021678	F2rl1
ENSMUSG00000048376	F2r
ENSMUSG00000021676	Iqgap2
ENSMUSG00000021675	F2rl2
ENSMUSG00000051111	Sv2c
ENSMUSG00000099115	Gm17190
ENSMUSG00000100475	Gm29543
ENSMUSG00000021671	Poc5
ENSMUSG00000047117	Ankdd1b
ENSMUSG00000021668	Polk
ENSMUSG00000091109	Gm17622
ENSMUSG00000021669	Col4a3bp
ENSMUSG00000021670	Hmgcr
ENSMUSG00000109561	Ankrd31
ENSMUSG00000091387	Gcnt4
ENSMUSG00000052075	1700029F12Rik
ENSMUSG00000041817	Fam169a
ENSMUSG00000057762	Gm6169
ENSMUSG00000060739	Nsa2
ENSMUSG00000021666	Gfm2
ENSMUSG00000021665	Hexb
ENSMUSG00000041773	Enc1
ENSMUSG00000097932	C430039J16Rik
ENSMUSG00000078952	Lncenc1
ENSMUSG00000054944	5330416C01Rik
ENSMUSG00000097346	Gm26619
ENSMUSG00000069117	Gm10260
ENSMUSG00000021662	Arhgef28
ENSMUSG00000041747	Utp15
ENSMUSG00000021661	Ankra2
ENSMUSG00000096330	Gm21976
ENSMUSG00000021660	Btf3
ENSMUSG00000048603	Gm9828
ENSMUSG00000078302	Foxd1
ENSMUSG00000099446	2310005E17Rik
ENSMUSG00000100416	Gm29501
ENSMUSG00000092116	Gm10320
ENSMUSG00000046082	Tmem174
ENSMUSG00000052485	Tmem171
ENSMUSG00000041685	Fcho2
ENSMUSG00000009470	Tnpo1
ENSMUSG00000045022	1700024P04Rik
ENSMUSG00000100410	2310020H05Rik
ENSMUSG00000097848	Gm807
ENSMUSG00000050919	Zfp366
ENSMUSG00000021650	Ptcd2
ENSMUSG00000041632	Mrps27
ENSMUSG00000097828	6430562O15Rik
ENSMUSG00000052727	Map1b
ENSMUSG00000097027	Gm26559
ENSMUSG00000021647	Cartpt
ENSMUSG00000021646	Mccc2
ENSMUSG00000049658	Bdp1
ENSMUSG00000097022	BC001981
ENSMUSG00000021643	Serf1
ENSMUSG00000021645	Smn1
ENSMUSG00000078945	Naip2
ENSMUSG00000071203	Naip5
ENSMUSG00000078942	Naip6
ENSMUSG00000021640	Naip1
ENSMUSG00000021639	Gtf2h2
ENSMUSG00000021638	Ocln
ENSMUSG00000021636	Marveld2
ENSMUSG00000021635	Rad17
ENSMUSG00000078941	Ak6
ENSMUSG00000052293	Taf9
ENSMUSG00000048924	Ccdc125
ENSMUSG00000069089	Cdk7
ENSMUSG00000061474	Mrps36
ENSMUSG00000045273	Cenph
ENSMUSG00000041431	Ccnb1
ENSMUSG00000021629	Slc30a5
ENSMUSG00000100596	Gm29502
ENSMUSG00000100733	4932411K12Rik
ENSMUSG00000099774	Gm29341
ENSMUSG00000041417	Pik3r1
ENSMUSG00000021624	Cd180
ENSMUSG00000034751	Mast4
ENSMUSG00000091906	1700099I09Rik
ENSMUSG00000090329	Gm17160
ENSMUSG00000032621	Srek1
ENSMUSG00000021709	Erbb2ip
ENSMUSG00000021710	Nln
ENSMUSG00000042743	Sgtb
ENSMUSG00000021711	Trappc13
ENSMUSG00000021712	Trim23
ENSMUSG00000021713	Ppwd1
ENSMUSG00000021714	Cenpk
ENSMUSG00000046169	Adamts6
ENSMUSG00000021715	Cwc27
ENSMUSG00000084860	2610204G07Rik
ENSMUSG00000021716	Srek1ip1
ENSMUSG00000042655	Fam159b
ENSMUSG00000021719	Rgs7bp
ENSMUSG00000021718	4933425L06Rik
ENSMUSG00000021720	Rnf180
ENSMUSG00000021721	Htr1a
ENSMUSG00000101308	Gm28989
ENSMUSG00000042590	Ipo11
ENSMUSG00000100833	Gm28988
ENSMUSG00000021692	Dimt1
ENSMUSG00000021693	Kif2a
ENSMUSG00000071181	3830408C21Rik
ENSMUSG00000049233	Apoo-ps
ENSMUSG00000102000	1700006H21Rik
ENSMUSG00000032846	Zswim6
ENSMUSG00000071180	Smim15
ENSMUSG00000068184	Ndufaf2
ENSMUSG00000021694	Ercc8
ENSMUSG00000021696	Elovl7
ENSMUSG00000021697	Depdc1b
ENSMUSG00000021699	Pde4d
ENSMUSG00000021700	Rab3c
ENSMUSG00000046006	Gapt
ENSMUSG00000021701	Plk2
ENSMUSG00000055194	Actbl2
ENSMUSG00000086201	Gm6270
ENSMUSG00000032745	Gpbp1
ENSMUSG00000085634	Gm15290
ENSMUSG00000086870	Gm15288
ENSMUSG00000067122	Gm10198
ENSMUSG00000032727	Mier3
ENSMUSG00000086480	Gm15287
ENSMUSG00000021754	Map3k1
ENSMUSG00000086861	Gm15325
ENSMUSG00000086057	Gm15324
ENSMUSG00000086111	Gm15326
ENSMUSG00000086402	Gm15322
ENSMUSG00000086092	Gm15323
ENSMUSG00000049985	Ankrd55
ENSMUSG00000021756	Il6st
ENSMUSG00000050377	Il31ra
ENSMUSG00000021758	Ddx4
ENSMUSG00000047789	Slc38a9
ENSMUSG00000021759	Plpp1
ENSMUSG00000016018	Skiv2l2
ENSMUSG00000042426	Dhx29
ENSMUSG00000042417	Ccno
ENSMUSG00000074651	Mcidas
ENSMUSG00000078926	Cdc20b
ENSMUSG00000074650	Gm10735
ENSMUSG00000021760	Gpx8
ENSMUSG00000023132	Gzma
ENSMUSG00000042385	Gzmk
ENSMUSG00000042379	Esm1
ENSMUSG00000021763	BC067074
ENSMUSG00000042364	Snx18
ENSMUSG00000051456	Hspb3
ENSMUSG00000042348	Arl15
ENSMUSG00000021764	Ndufs4
ENSMUSG00000021765	Fst
ENSMUSG00000051758	4930544M13Rik
ENSMUSG00000015536	Mocs2
ENSMUSG00000015533	Itga2
ENSMUSG00000042284	Itga1
ENSMUSG00000042275	Pelo
ENSMUSG00000042258	Isl1
ENSMUSG00000021725	Parp8
ENSMUSG00000091423	Gm17509
ENSMUSG00000021728	Emb
ENSMUSG00000021730	Hcn1
ENSMUSG00000079048	4933413L06Rik
ENSMUSG00000021731	Mrps30
ENSMUSG00000097411	B430218F22Rik
ENSMUSG00000100727	1700003P14Rik
ENSMUSG00000021732	Fgf10
ENSMUSG00000086709	Gm16263
ENSMUSG00000025453	Nnt
ENSMUSG00000025451	Paip1
ENSMUSG00000062822	4833420G17Rik
ENSMUSG00000074635	3110070M22Rik
ENSMUSG00000074634	Gm7120
ENSMUSG00000094114	Gm21967
ENSMUSG00000074715	Ccl28
ENSMUSG00000099872	1700074H08Rik
ENSMUSG00000093930	Hmgcs1
ENSMUSG00000095930	Nim1k
ENSMUSG00000094870	Zfp131
ENSMUSG00000094237	AF067063
ENSMUSG00000095514	D13Ertd608e
ENSMUSG00000096284	Tcstv1
ENSMUSG00000096175	Gm21761
ENSMUSG00000078537	B020031M17Rik
ENSMUSG00000095029	Gm21370
ENSMUSG00000095609	Gm21188
ENSMUSG00000096323	Gm20767
ENSMUSG00000095653	Gm21818
ENSMUSG00000094027	Gm21762
ENSMUSG00000063846	Gm21731
ENSMUSG00000095071	AF067061
ENSMUSG00000094796	BC147527
ENSMUSG00000095821	Tcstv3
ENSMUSG00000079179	Rab10os
ENSMUSG00000020671	Rab10
ENSMUSG00000097429	Gm26520
ENSMUSG00000020668	Kif3c
ENSMUSG00000071456	1110002L01Rik
ENSMUSG00000037486	Asxl2
ENSMUSG00000071454	Dtnb
ENSMUSG00000092286	Dtnbos
ENSMUSG00000020661	Dnmt3a
ENSMUSG00000073242	Dnmt3aos
ENSMUSG00000020660	Pomc
ENSMUSG00000020658	Efr3b
ENSMUSG00000020657	Dnajc27
ENSMUSG00000020654	Adcy3
ENSMUSG00000020652	Cenpo
ENSMUSG00000096199	Ptrhd1
ENSMUSG00000020647	Ncoa1
ENSMUSG00000091619	Gm3625
ENSMUSG00000020640	Itsn2
ENSMUSG00000091732	Gm17541
ENSMUSG00000079177	Fam228a
ENSMUSG00000050545	Fam228b
ENSMUSG00000020639	Pfn4
ENSMUSG00000037361	Sf3b6
ENSMUSG00000020635	Fkbp1b
ENSMUSG00000051721	BC068281
ENSMUSG00000037336	Mfsd2b
ENSMUSG00000020634	Ubxn2a
ENSMUSG00000052812	Atad2b
ENSMUSG00000020627	Klhl29
ENSMUSG00000037735	2810032G03Rik
ENSMUSG00000102096	1700101O22Rik
ENSMUSG00000020609	Apob
ENSMUSG00000037669	Ldah
ENSMUSG00000037660	Gdf7
ENSMUSG00000020605	Hs1bp3
ENSMUSG00000054364	Rhob
ENSMUSG00000020600	Slc7a15
ENSMUSG00000020594	Pum2
ENSMUSG00000096940	Gm4755
ENSMUSG00000020592	Sdc1
ENSMUSG00000042976	9930038B18Rik
ENSMUSG00000020585	Laptm4a
ENSMUSG00000020583	Matn3
ENSMUSG00000066643	Wdr35
ENSMUSG00000066637	Ttc32
ENSMUSG00000099360	1700022H16Rik
ENSMUSG00000048387	Osr1
ENSMUSG00000020622	Nt5c1b
ENSMUSG00000020621	Rdh14
ENSMUSG00000066632	Pgk1-rs7
ENSMUSG00000043673	Kcns3
ENSMUSG00000047002	Msgn1
ENSMUSG00000051235	Gen1
ENSMUSG00000020608	Smc6
ENSMUSG00000054459	Vsnl1
ENSMUSG00000097841	4930511A02Rik
ENSMUSG00000086022	Rad51ap2
ENSMUSG00000020589	Fam49a
ENSMUSG00000091430	Platr19
ENSMUSG00000097627	4930519A11Rik
ENSMUSG00000066629	Rpl36-ps3
ENSMUSG00000037169	Mycn
ENSMUSG00000037149	Ddx1
ENSMUSG00000020576	Nbas
ENSMUSG00000020607	Fam84a
ENSMUSG00000050974	Gm9847
ENSMUSG00000020601	Trib2
ENSMUSG00000097580	Gm5432
ENSMUSG00000020593	Lpin1
ENSMUSG00000020591	Ntsr2
ENSMUSG00000036523	Greb1
ENSMUSG00000057469	E2f6
ENSMUSG00000020580	Rock2
ENSMUSG00000045679	Pqlc3
ENSMUSG00000071398	2410004P03Rik
ENSMUSG00000051726	Kcnf1
ENSMUSG00000020571	Pdia6
ENSMUSG00000020566	Atp6v1c2
ENSMUSG00000061458	Nol10
ENSMUSG00000011179	Odc1
ENSMUSG00000071379	Hpcal1
ENSMUSG00000067356	B430203G13Rik
ENSMUSG00000073197	5730507C01Rik
ENSMUSG00000094947	Gm3944
ENSMUSG00000093908	Gm5784
ENSMUSG00000095254	Gm9257
ENSMUSG00000095470	Gm21863
ENSMUSG00000096529	Gm3993
ENSMUSG00000073184	Gm10479
ENSMUSG00000052632	Asap2
ENSMUSG00000062352	Itgb1bp1
ENSMUSG00000054309	Cpsf3
ENSMUSG00000062054	Iah1
ENSMUSG00000052593	Adam17
ENSMUSG00000076432	Ywhaq
ENSMUSG00000097055	Gm4419
ENSMUSG00000093846	Gm4425
ENSMUSG00000073164	2410018L13Rik
ENSMUSG00000071362	Gm10330
ENSMUSG00000095329	Gm17330
ENSMUSG00000073158	9030624G23Rik
ENSMUSG00000096279	Gm9312
ENSMUSG00000057160	Gm16372
ENSMUSG00000059669	Taf1b
ENSMUSG00000020656	Grhl1
ENSMUSG00000020653	Klf11
ENSMUSG00000062563	Cys1
ENSMUSG00000020649	Rrm2
ENSMUSG00000020646	Mboat2
ENSMUSG00000036333	Kidins220
ENSMUSG00000020644	Id2
ENSMUSG00000020642	Rnf144a
ENSMUSG00000020641	Rsad2
ENSMUSG00000020638	Cmpk2
ENSMUSG00000094002	Gm9866
ENSMUSG00000063632	Sox11
ENSMUSG00000020633	Dcdc2c
ENSMUSG00000102012	1700022F17Rik
ENSMUSG00000020636	Allc
ENSMUSG00000036655	Colec11
ENSMUSG00000061477	Rps7
ENSMUSG00000020630	Rnaseh1
ENSMUSG00000020629	Adi1
ENSMUSG00000020628	Trappc12
ENSMUSG00000036613	Tssc1
ENSMUSG00000061911	Myt1l
ENSMUSG00000020674	Pxdn
ENSMUSG00000020673	Tpo
ENSMUSG00000085472	Gm15691
ENSMUSG00000020672	Sntg2
ENSMUSG00000102098	2310016D03Rik
ENSMUSG00000100674	Gm28806
ENSMUSG00000043061	Tmem18
ENSMUSG00000054204	Fam150b
ENSMUSG00000044573	Acp1
ENSMUSG00000020669	Sh3yl1
ENSMUSG00000036136	Fam110c
ENSMUSG00000095953	6030469F06Rik
ENSMUSG00000002900	Lamb1
ENSMUSG00000020664	Dld
ENSMUSG00000001225	Slc26a3
ENSMUSG00000020659	Cbll1
ENSMUSG00000099851	Gm29542
ENSMUSG00000101007	Gm29541
